product,week,sales,price,promotion_flag,season,month,revenue,profit,inventory,lag_1_sales,lag_2_sales
Mozzarella,53,1000,7.5,0,spring,14,7500.0,2238.694004457491,1300.0,819.0,211.0
Brie,53,200,7.5,0,spring,14,1500.0,431.3024200561715,260.0,-151.0,-670.0
Cheddar,53,200,7.5,0,summer,14,1500.0,514.0329609582421,260.0,-186.0,-749.0
Mozzarella,54,12000,7.5,0,spring,14,90000.0,25876.907821191864,15600.0,11752.0,11148.0
Brie,54,1000,7.5,0,winter,14,7500.0,2346.7052115616184,1300.0,754.0,276.0
Cheddar,54,12000,7.5,0,summer,14,90000.0,28378.481017751958,15600.0,11832.0,11110.0
Mozzarella,55,500,7.5,0,winter,14,3750.0,1077.9559938211169,650.0,332.0,-627.0
Brie,55,12000,7.5,0,winter,14,90000.0,28407.267698812884,15600.0,11793.0,11179.0
Cheddar,55,15000,7.5,0,fall,14,112500.0,33988.2047654915,19500.0,14716.0,13960.0
Mozzarella,56,2500,7.5,0,spring,14,18750.0,5628.891742029353,3250.0,2064.0,1704.0
Brie,56,2500,7.5,0,fall,14,18750.0,6326.700646499519,3250.0,2236.0,1636.0
Cheddar,56,5000,7.5,0,fall,14,37500.0,12546.652790370781,6500.0,4588.0,4105.0
Mozzarella,57,500,7.5,0,summer,15,3750.0,1163.722455228662,650.0,378.0,-318.0
Brie,57,12000,7.5,0,fall,15,90000.0,25686.406858684586,15600.0,11771.0,11199.0
Cheddar,57,8000,7.5,0,summer,15,60000.0,17738.866117293073,10400.0,7571.0,6909.0
Mozzarella,58,200,7.5,0,spring,15,1500.0,424.1814867906544,260.0,78.0,-835.0
Brie,58,2500,7.5,0,winter,15,18750.0,5892.963181809249,3250.0,2305.0,1533.0
Cheddar,58,500,7.5,0,spring,15,3750.0,1190.915230937888,650.0,281.0,-575.0
Mozzarella,59,200,7.5,0,spring,15,1500.0,436.86904222994747,260.0,-131.0,-748.0
Brie,59,2500,7.5,0,fall,15,18750.0,6505.80608993064,3250.0,2036.0,1518.0
Cheddar,59,500,7.5,0,winter,15,3750.0,1108.6922106437746,650.0,30.0,-125.0
Mozzarella,60,500,7.5,0,winter,15,3750.0,1070.0042604991354,650.0,69.0,-176.0
Brie,60,8000,7.5,0,winter,15,60000.0,20263.320063797928,10400.0,7740.0,7245.0
Cheddar,60,2500,7.5,0,fall,15,18750.0,6023.774807568319,3250.0,2106.0,1401.0
Mozzarella,61,12000,7.5,0,spring,16,90000.0,25348.010244684225,15600.0,11784.0,11278.0
Brie,61,5000,7.5,0,spring,16,37500.0,11051.390931904576,6500.0,4706.0,3809.0
Cheddar,61,200,7.5,0,spring,16,1500.0,469.79081183881607,260.0,-244.0,-969.0
Mozzarella,62,12000,7.5,0,summer,16,90000.0,27776.598552167732,15600.0,11530.0,10880.0
Brie,62,500,7.5,0,summer,16,3750.0,1290.3931913232834,650.0,150.0,-679.0
Cheddar,62,8000,7.5,0,fall,16,60000.0,19771.159641882088,10400.0,7830.0,6975.0
Mozzarella,63,1000,7.5,0,summer,16,7500.0,2219.3863712935986,1300.0,597.0,115.0
Brie,63,15000,7.5,0,summer,16,112500.0,32459.3585151161,19500.0,14554.0,13857.0
Cheddar,63,2500,7.5,0,fall,16,18750.0,5844.438532988596,3250.0,2338.0,1789.0
Mozzarella,64,12000,7.5,0,summer,16,90000.0,30179.942429362447,15600.0,11616.0,10913.0
Brie,64,8000,7.5,0,winter,16,60000.0,19186.837318389284,10400.0,7723.0,7202.0
Cheddar,64,200,7.5,0,fall,16,1500.0,471.1560240110989,260.0,-92.0,-682.0
Mozzarella,65,8000,7.5,0,fall,17,60000.0,19311.897632545708,10400.0,7659.0,7234.0
Brie,65,1000,7.5,0,fall,17,7500.0,2614.3690498308138,1300.0,760.0,-172.0
Cheddar,65,1000,7.5,0,spring,17,7500.0,2154.533819354471,1300.0,613.0,-42.0
Mozzarella,66,5000,7.5,0,winter,17,37500.0,10770.33534474066,6500.0,4667.0,4011.0
Brie,66,1000,7.5,0,spring,17,7500.0,2153.6840250797386,1300.0,887.0,-83.0
Cheddar,66,5000,7.5,0,spring,17,37500.0,10714.236712449147,6500.0,4670.0,4354.0
Mozzarella,67,1000,7.5,0,summer,17,7500.0,2439.191412185145,1300.0,841.0,325.0
Brie,67,200,7.5,0,spring,17,1500.0,457.02076836962453,260.0,-54.0,-722.0
Cheddar,67,500,7.5,0,spring,17,3750.0,1299.6287209918314,650.0,282.0,-599.0
Mozzarella,68,12000,7.5,0,fall,17,90000.0,28077.71579891795,15600.0,11714.0,10830.0
Brie,68,15000,7.5,0,summer,17,112500.0,38291.99623042399,19500.0,14679.0,14162.0
Cheddar,68,500,7.5,0,winter,17,3750.0,1267.4935526988081,650.0,244.0,-487.0
Mozzarella,69,5000,7.5,0,fall,18,37500.0,11531.229628089079,6500.0,4794.0,4220.0
Brie,69,2500,7.5,0,spring,18,18750.0,5555.60858279687,3250.0,2302.0,1831.0
Cheddar,69,8000,7.5,0,winter,18,60000.0,17221.856684769427,10400.0,7736.0,7107.0
Mozzarella,70,2500,7.5,0,summer,18,18750.0,5347.310513661943,3250.0,2138.0,1848.0
Brie,70,15000,7.5,0,fall,18,112500.0,33914.84461149339,19500.0,14651.0,13864.0
Cheddar,70,15000,7.5,0,winter,18,112500.0,32184.893798340432,19500.0,14884.0,14259.0
Mozzarella,71,15000,7.5,0,fall,18,112500.0,31937.7324035273,19500.0,14789.0,14235.0
Brie,71,15000,7.5,0,fall,18,112500.0,32556.783553521105,19500.0,14770.0,14307.0
Cheddar,71,8000,7.5,0,summer,18,60000.0,19607.014492568018,10400.0,7530.0,6898.0
Mozzarella,72,12000,7.5,0,fall,18,90000.0,29537.74664566573,15600.0,11888.0,11206.0
Brie,72,8000,7.5,0,fall,18,60000.0,20795.98235657468,10400.0,7575.0,7362.0
Cheddar,72,200,7.5,0,winter,18,1500.0,509.15633073886266,260.0,-48.0,-754.0
Mozzarella,73,15000,7.5,0,spring,19,112500.0,35415.45969042637,19500.0,14514.0,13942.0
Brie,73,5000,7.5,0,summer,19,37500.0,11599.157431449219,6500.0,4688.0,4091.0
Cheddar,73,1000,7.5,0,summer,19,7500.0,2379.9475004562178,1300.0,627.0,102.0
Mozzarella,74,200,7.5,0,spring,19,1500.0,437.35009581922395,260.0,-95.0,-829.0
Brie,74,5000,7.5,0,summer,19,37500.0,11250.310471200315,6500.0,4807.0,4100.0
Cheddar,74,8000,7.5,0,winter,19,60000.0,19156.390585314268,10400.0,7872.0,6822.0
Mozzarella,75,5000,7.5,0,summer,19,37500.0,13008.507177937116,6500.0,4896.0,4237.0
Brie,75,15000,7.5,0,spring,19,112500.0,37665.726168480636,19500.0,14630.0,13905.0
Cheddar,75,5000,7.5,0,spring,19,37500.0,11710.982418984391,6500.0,4581.0,3958.0
Mozzarella,76,200,7.5,0,fall,19,1500.0,464.6393815698689,260.0,-105.0,-910.0
Brie,76,1000,7.5,0,summer,19,7500.0,2508.8371298322554,1300.0,544.0,-4.0
Cheddar,76,8000,7.5,0,summer,19,60000.0,20587.016405884275,10400.0,7715.0,6993.0
Mozzarella,77,200,7.5,0,summer,20,1500.0,455.8924798708103,260.0,-191.0,-435.0
Brie,77,1000,7.5,0,summer,20,7500.0,2563.2053164543263,1300.0,716.0,241.0
Cheddar,77,2500,7.5,0,fall,20,18750.0,5280.542236922618,3250.0,2191.0,1615.0
Mozzarella,78,500,7.5,0,summer,20,3750.0,1166.2010279455308,650.0,357.0,-487.0
Brie,78,200,7.5,0,winter,20,1500.0,469.75405260172994,260.0,-18.0,-705.0
Cheddar,78,5000,7.5,0,fall,20,37500.0,10766.252955157026,6500.0,4828.0,4169.0
Mozzarella,79,12000,7.5,0,fall,20,90000.0,28190.890676458388,15600.0,11803.0,11108.0
Brie,79,8000,7.5,0,summer,20,60000.0,17030.3571002618,10400.0,7535.0,6991.0
Cheddar,79,12000,7.5,0,summer,20,90000.0,31046.69997999345,15600.0,11610.0,11380.0
Mozzarella,80,500,7.5,0,summer,20,3750.0,1279.0256694554316,650.0,231.0,-206.0
Brie,80,15000,7.5,0,winter,20,112500.0,33051.63289454551,19500.0,14744.0,14397.0
Cheddar,80,200,7.5,0,spring,20,1500.0,504.1185845053185,260.0,-1.0,-447.0
Mozzarella,81,8000,7.5,0,fall,21,60000.0,20753.65010347069,10400.0,7598.0,7331.0
Brie,81,1000,7.5,0,spring,21,7500.0,2494.1419344320702,1300.0,831.0,244.0
Cheddar,81,12000,7.5,0,winter,21,90000.0,26651.613166040508,15600.0,11519.0,10913.0
Mozzarella,82,1000,7.5,0,spring,21,7500.0,2122.0051188236143,1300.0,601.0,348.0
Brie,82,200,7.5,0,fall,21,1500.0,441.0673805832487,260.0,-126.0,-556.0
Cheddar,82,12000,7.5,0,winter,21,90000.0,27889.025276807344,15600.0,11648.0,10971.0
Mozzarella,83,12000,7.5,0,winter,21,90000.0,28723.92606417783,15600.0,11672.0,11159.0
Brie,83,500,7.5,0,fall,21,3750.0,1163.7123190318325,650.0,58.0,-578.0
Cheddar,83,200,7.5,0,winter,21,1500.0,435.5333536106401,260.0,47.0,-943.0
Mozzarella,84,1000,7.5,0,summer,21,7500.0,2530.9814276366164,1300.0,731.0,238.0
Brie,84,500,7.5,0,summer,21,3750.0,1219.205579904716,650.0,280.0,-400.0
Cheddar,84,12000,7.5,0,winter,21,90000.0,28305.818886408448,15600.0,11559.0,10892.0
Mozzarella,85,5000,7.5,0,summer,22,37500.0,10967.7468756943,6500.0,4529.0,4350.0
Brie,85,5000,7.5,0,summer,22,37500.0,11882.979332625915,6500.0,4884.0,4195.0
Cheddar,85,5000,7.5,0,spring,22,37500.0,12896.3387723736,6500.0,4644.0,3844.0
Mozzarella,86,15000,7.5,0,fall,22,112500.0,35805.49751231312,19500.0,14536.0,13902.0
Brie,86,200,7.5,0,winter,22,1500.0,464.9577192464394,260.0,-115.0,-893.0
Cheddar,86,12000,7.5,0,fall,22,90000.0,28041.850793605765,15600.0,11689.0,11138.0
Mozzarella,87,5000,7.5,0,summer,22,37500.0,10808.992859923937,6500.0,4524.0,3954.0
Brie,87,2500,7.5,0,fall,22,18750.0,6012.36909200809,3250.0,2036.0,1524.0
Cheddar,87,12000,7.5,0,spring,22,90000.0,25398.351803303074,15600.0,11730.0,11137.0
Mozzarella,88,200,7.5,0,summer,22,1500.0,511.51465991111127,260.0,-234.0,-851.0
Brie,88,15000,7.5,0,summer,22,112500.0,38707.90465735199,19500.0,14718.0,14388.0
Cheddar,88,15000,7.5,0,spring,22,112500.0,35431.47524453612,19500.0,14574.0,13831.0
Mozzarella,89,200,7.5,0,spring,23,1500.0,429.9281740218445,260.0,-82.0,-511.0
Brie,89,15000,7.5,0,spring,23,112500.0,34245.61307866815,19500.0,14753.0,14301.0
Cheddar,89,200,7.5,0,spring,23,1500.0,461.6081789433978,260.0,-29.0,-839.0
Mozzarella,90,15000,7.5,0,winter,23,112500.0,33853.680942384664,19500.0,14656.0,13882.0
Brie,90,8000,7.5,0,summer,23,60000.0,19998.547176736145,10400.0,7662.0,7321.0
Cheddar,90,1000,7.5,0,spring,23,7500.0,2539.6388292321576,1300.0,882.0,344.0
Mozzarella,91,2500,7.5,0,summer,23,18750.0,5852.817849748371,3250.0,2256.0,1726.0
Brie,91,5000,7.5,0,spring,23,37500.0,10571.255133884406,6500.0,4592.0,4399.0
Cheddar,91,8000,7.5,0,winter,23,60000.0,17876.91245065567,10400.0,7768.0,7040.0
Mozzarella,92,500,7.5,0,summer,23,3750.0,1070.922703408485,650.0,152.0,-523.0
Brie,92,500,7.5,0,fall,23,3750.0,1151.6174822029773,650.0,269.0,-510.0
Cheddar,92,15000,7.5,0,fall,23,112500.0,35831.76771681788,19500.0,14753.0,14323.0
Mozzarella,93,5000,7.5,0,winter,24,37500.0,11941.565449478512,6500.0,4525.0,3883.0
Brie,93,200,7.5,0,fall,24,1500.0,508.5350853055458,260.0,-161.0,-821.0
Cheddar,93,15000,7.5,0,winter,24,112500.0,38950.94339064217,19500.0,14525.0,14373.0
Mozzarella,94,8000,7.5,0,spring,24,60000.0,17491.239448896315,10400.0,7722.0,7102.0
Brie,94,8000,7.5,0,spring,24,60000.0,18263.887983124743,10400.0,7584.0,6914.0
Cheddar,94,8000,7.5,0,spring,24,60000.0,19410.77293704727,10400.0,7656.0,6961.0
Mozzarella,95,5000,7.5,0,summer,24,37500.0,11312.220272916642,6500.0,4880.0,4020.0
Brie,95,500,7.5,0,spring,24,3750.0,1116.6690849809333,650.0,365.0,-200.0
Cheddar,95,5000,7.5,0,fall,24,37500.0,11338.624376231928,6500.0,4771.0,4078.0
Mozzarella,96,5000,7.5,0,winter,24,37500.0,12500.218142914773,6500.0,4554.0,4158.0
Brie,96,200,7.5,0,fall,24,1500.0,523.1028721683014,260.0,-286.0,-727.0
Cheddar,96,5000,7.5,0,spring,24,37500.0,11432.41822861566,6500.0,4826.0,4373.0
Mozzarella,97,12000,7.5,0,spring,25,90000.0,28182.325700326182,15600.0,11867.0,10846.0
Brie,97,1000,7.5,0,summer,25,7500.0,2158.6936460842776,1300.0,870.0,344.0
Cheddar,97,15000,7.5,0,winter,25,112500.0,32536.1540890922,19500.0,14689.0,13902.0
Mozzarella,98,15000,7.5,0,spring,25,112500.0,38517.92117651827,19500.0,14664.0,13917.0
Brie,98,5000,7.5,0,winter,25,37500.0,12118.714734201936,6500.0,4602.0,4149.0
Cheddar,98,1000,7.5,0,summer,25,7500.0,2207.967872857579,1300.0,844.0,244.0
Mozzarella,99,12000,7.5,0,spring,25,90000.0,27086.73753199577,15600.0,11540.0,10812.0
Brie,99,15000,7.5,0,spring,25,112500.0,38277.30202254256,19500.0,14609.0,14304.0
Cheddar,99,200,7.5,0,spring,25,1500.0,423.3640153347302,260.0,-159.0,-755.0
Mozzarella,100,1000,7.5,0,fall,25,7500.0,2450.7190034914247,1300.0,599.0,-93.0
Brie,100,8000,7.5,0,fall,25,60000.0,17792.01605910829,10400.0,7553.0,7043.0
Cheddar,100,8000,7.5,0,fall,25,60000.0,18488.984415733466,10400.0,7589.0,6872.0
